Prev Time,Curr Time,Frame Dur,FrameRate,
115.063375,115.079334,0.01596,62.656994,
115.079334,115.096022,0.01669,59.925655,
115.096022,115.112661,0.01664,60.098924,
115.112661,115.129310,0.01665,60.064190,
115.129310,115.145982,0.01667,59.980993,
115.145982,115.162665,0.01668,59.939480,
115.162665,115.179313,0.01665,60.069977,
115.179313,115.195985,0.01667,59.978685,
115.195985,115.212711,0.01673,59.787758,
115.212711,115.229341,0.01663,60.133699,
115.229341,115.246128,0.01679,59.569575,
115.246128,115.262723,0.01660,60.256890,
115.262723,115.279338,0.01661,60.188259,
115.279338,115.296081,0.01674,59.727055,
115.296081,115.312646,0.01656,60.368896,
115.312646,115.329362,0.01672,59.822173,
115.329362,115.345992,0.01663,60.130219,
115.345992,115.362646,0.01665,60.045682,
115.362646,115.379366,0.01672,59.809549,
115.379366,115.396061,0.01670,59.896874,
115.396061,115.412767,0.01671,59.861224,
115.412767,115.429383,0.01662,60.180127,
115.429383,115.446055,0.01667,59.983301,
115.446055,115.462683,0.01663,60.137178,
115.462683,115.479327,0.01664,60.082710,
115.479327,115.496022,0.01669,59.900327,
115.496022,115.512679,0.01666,60.031808,
115.512679,115.529298,0.01662,60.171997,
115.529298,115.546008,0.01671,59.846287,
115.546008,115.562794,0.01679,59.571852,
115.562794,115.579340,0.01655,60.439111,
115.579340,115.596081,0.01674,59.732776,
115.596081,115.612857,0.01678,59.608297,
115.612857,115.629391,0.01653,60.481319,
115.629391,115.646065,0.01667,59.976377,
115.646065,115.662698,0.01663,60.119784,
115.662698,115.679341,0.01664,60.086184,
115.679341,115.696015,0.01667,59.971763,
115.696015,115.712722,0.01671,59.856627,
115.712722,115.729394,0.01667,59.980993,
115.729394,115.746096,0.01670,59.871570,
115.746096,115.762987,0.01689,59.205332,
115.762987,115.784283,0.02130,46.956414,
115.784283,115.796095,0.01181,84.656439,
115.796095,115.812953,0.01686,59.321359,
115.812953,115.829434,0.01648,60.676709,
115.829434,115.846047,0.01661,60.192907,
115.846047,115.862699,0.01665,60.051465,
115.862699,115.879342,0.01664,60.087342,
115.879342,115.895996,0.01665,60.043369,
115.895996,115.912722,0.01673,59.786611,
115.912722,115.929308,0.01659,60.293013,
115.929308,115.946039,0.01673,59.768274,
115.946039,115.962712,0.01667,59.977531,
115.962712,115.979370,0.01666,60.031808,
115.979370,115.998018,0.01865,53.626860,
115.998018,116.012792,0.01477,67.685822,
116.012792,116.029478,0.01669,59.930263,
116.029478,116.046141,0.01666,60.013320,
116.046141,116.062758,0.01662,60.177804,
116.062758,116.079389,0.01663,60.130219,
116.079389,116.096055,0.01667,60.001771,
116.096055,116.112707,0.01665,60.051465,
116.112707,116.129383,0.01668,59.968302,
116.129383,116.146076,0.01669,59.906081,
116.146076,116.163296,0.01722,58.069546,
116.163296,116.179365,0.01607,62.231776,
116.179365,116.196040,0.01667,59.971763,
116.196040,116.213097,0.01706,58.626427,
116.213097,116.229377,0.01628,61.423826,
116.229377,116.246624,0.01725,57.982072,
116.246624,116.262828,0.01620,61.711967,
116.262828,116.279399,0.01657,60.345527,
116.279399,116.296051,0.01665,60.054935,
116.296051,116.312684,0.01663,60.122103,
116.312684,116.329373,0.01669,59.919897,
116.329373,116.346061,0.01669,59.921049,
116.346061,116.362728,0.01667,59.999461,
116.362728,116.379363,0.01664,60.113988,
116.379363,116.396020,0.01666,60.036432,
116.396020,116.413051,0.01703,58.715857,
116.413051,116.429400,0.01635,61.167151,
116.429400,116.446126,0.01673,59.785465,
116.446126,116.462746,0.01662,60.167352,
116.462746,116.479366,0.01662,60.170835,
116.479366,116.496041,0.01668,59.968302,
116.496041,116.512726,0.01668,59.934871,
116.512726,116.529405,0.01668,59.956770,
116.529405,116.546037,0.01663,60.124421,
116.546037,116.563074,0.01704,58.695960,
116.563074,116.579357,0.01628,61.414147,
116.579357,116.596039,0.01668,59.944090,
116.596039,116.612714,0.01668,59.968302,
116.612714,116.629434,0.01672,59.810697,
116.629434,116.646089,0.01666,60.041057,
116.646089,116.662784,0.01669,59.899176,
116.662784,116.679410,0.01663,60.145299,
116.679410,116.696056,0.01665,60.073449,
116.696056,116.712817,0.01676,59.663050,
116.712817,116.729575,0.01676,59.673327,
116.729575,116.746222,0.01665,60.069977,
116.746222,116.762716,0.01649,60.628333,
116.762716,116.779388,0.01667,59.983301,
116.779388,116.796052,0.01666,60.009855,
116.796052,116.812797,0.01675,59.717903,
116.812797,116.829481,0.01668,59.936023,
116.829481,116.846463,0.01698,58.887751,
116.846463,116.862833,0.01637,61.088052,
116.862833,116.879908,0.01708,58.562558,
116.879908,116.896099,0.01619,61.765759,
116.896099,116.913317,0.01722,58.077118,
116.913317,116.929395,0.01608,62.198256,
116.929395,116.946054,0.01666,60.027185,
116.946054,116.962719,0.01667,60.004080,
116.962719,116.979373,0.01665,60.045682,
116.979373,116.996069,0.01670,59.895724,
116.996069,117.012736,0.01667,60.000616,
117.012736,117.029905,0.01717,58.242023,
117.029905,117.046111,0.01621,61.705860,
117.046111,117.062781,0.01667,59.987917,
117.062781,117.079542,0.01676,59.661908,
117.079542,117.096082,0.01654,60.460208,
117.096082,117.112754,0.01667,59.979839,
117.112754,117.129389,0.01663,60.115147,
117.129389,117.146077,0.01669,59.923352,
117.146077,117.162730,0.01665,60.051465,
117.162730,117.179403,0.01667,59.975224,
117.179403,117.196616,0.01721,58.095515,
117.196616,117.212775,0.01616,61.884679,
117.212775,117.229648,0.01687,59.267232,
117.229648,117.246177,0.01653,60.498923,
117.246177,117.262803,0.01663,60.148780,
117.262803,117.279458,0.01665,60.042213,
117.279458,117.296091,0.01663,60.120943,
117.296091,117.312747,0.01666,60.038744,
117.312747,117.329445,0.01670,59.884219,
117.329445,117.346080,0.01663,60.117466,
117.346080,117.362756,0.01668,59.964842,
117.362756,117.379406,0.01665,60.060719,
117.379406,117.396059,0.01665,60.047995,
117.396059,117.412747,0.01669,59.924504,
117.412747,117.429517,0.01677,59.629958,
117.429517,117.446146,0.01663,60.137178,
117.446146,117.462818,0.01667,59.979839,
117.462818,117.479459,0.01664,60.090816,
117.479459,117.496121,0.01666,60.016786,
117.496121,117.512759,0.01664,60.105876,
117.512759,117.529441,0.01668,59.942937,
117.529441,117.546086,0.01665,60.078079,
117.546086,117.562753,0.01667,59.998307,
117.562753,117.579421,0.01667,59.995997,
117.579421,117.596071,0.01665,60.060719,
117.596071,117.612725,0.01665,60.044526,
117.612725,117.629468,0.01674,59.727055,
117.629468,117.646415,0.01695,59.008119,
117.646415,117.662798,0.01638,61.040213,
117.662798,117.679438,0.01664,60.093133,
117.679438,117.696095,0.01666,60.035276,
117.696095,117.712813,0.01672,59.816434,
117.712813,117.729534,0.01672,59.804960,
117.729534,117.746429,0.01689,59.190720,
117.746429,117.762787,0.01636,61.129973,
117.762787,117.779430,0.01664,60.087342,
117.779430,117.796099,0.01667,59.989071,
117.796099,117.812782,0.01668,59.944090,
117.812782,117.829487,0.01671,59.858926,
117.829487,117.846133,0.01665,60.075764,
117.846133,117.862796,0.01666,60.013320,
117.862796,117.879463,0.01667,59.999461,
117.879463,117.896107,0.01664,60.081552,
117.896107,117.912772,0.01667,60.005235,
117.912772,117.929422,0.01665,60.059562,
117.929422,117.946114,0.01669,59.909535,
117.946114,117.962782,0.01667,59.997152,
117.962782,117.979441,0.01666,60.024874,
117.979441,117.996118,0.01668,59.963689,
117.996118,118.012772,0.01665,60.046839,
118.012772,118.030372,0.01760,56.818690,
118.030372,118.046174,0.01580,63.282699,
118.046174,118.062808,0.01663,60.116306,
118.062808,118.079476,0.01667,59.995997,
118.079476,118.096140,0.01666,60.009855,
118.096140,118.112808,0.01667,59.995997,
118.112808,118.129456,0.01665,60.067662,
118.129456,118.146119,0.01666,60.012165,
118.146119,118.162792,0.01667,59.975224,
118.162792,118.179512,0.01672,59.810697,
118.179512,118.196179,0.01667,59.999461,
118.196179,118.212824,0.01665,60.076922,
118.212824,118.229663,0.01684,59.385764,
118.229663,118.246166,0.01650,60.596517,
118.246166,118.262955,0.01679,59.562747,
118.262955,118.279554,0.01660,60.242918,
118.279554,118.296205,0.01665,60.057249,
118.296205,118.312799,0.01659,60.260384,
118.312799,118.329463,0.01666,60.009855,
118.329463,118.346149,0.01669,59.932567,
118.346149,118.362790,0.01664,60.090816,
118.362790,118.379481,0.01669,59.912988,
118.379481,118.396133,0.01665,60.052621,
118.396133,118.412803,0.01667,59.987917,
118.412803,118.429614,0.01681,59.485471,
118.429614,118.446633,0.01702,58.756799,
118.446633,118.462895,0.01626,61.495306,
118.462895,118.479506,0.01661,60.198718,
118.479506,118.524088,0.04458,22.430625,
118.524088,118.527104,0.00302,331.576305,
118.527104,118.542581,0.01548,64.613848,
118.542581,118.559506,0.01693,59.083040,
118.559506,118.576062,0.01656,60.400473,
118.576062,118.592651,0.01659,60.281356,
118.592651,118.609298,0.01665,60.072291,
118.609298,118.625982,0.01668,59.936023,
118.625982,118.642683,0.01670,59.876169,
118.642683,118.659293,0.01661,60.206855,
118.659293,118.676037,0.01674,59.723623,
118.676037,118.692719,0.01668,59.942937,
118.692719,118.709320,0.01660,60.239427,
118.709320,118.726124,0.01680,59.509314,
118.726124,118.742616,0.01649,60.633049,
118.742616,118.759354,0.01674,59.745367,
118.759354,118.775996,0.01664,60.089658,
118.775996,118.792643,0.01665,60.071134,
118.792643,118.809910,0.01727,57.912068,
118.809910,118.825972,0.01606,62.259116,
118.825972,118.842691,0.01672,59.812992,
118.842691,118.859435,0.01674,59.723623,
118.859435,118.875958,0.01652,60.521236,
118.875958,118.892732,0.01677,59.615136,
118.892732,118.909351,0.01662,60.170835,
118.909351,118.926019,0.01667,59.998307,
118.926019,118.942682,0.01666,60.013320,
118.942682,118.959302,0.01662,60.167352,
118.959302,118.975963,0.01666,60.019096,
118.975963,118.992642,0.01668,59.956770,
118.992642,119.009350,0.01671,59.853180,
119.009350,119.025977,0.01663,60.141818,
119.025977,119.042839,0.01686,59.305562,
119.042839,119.059640,0.01680,59.520675,
119.059640,119.076053,0.01641,60.924514,
119.076053,119.092708,0.01665,60.042213,
119.092708,119.109376,0.01667,59.994843,
119.109376,119.126038,0.01666,60.016786,
119.126038,119.142689,0.01665,60.057249,
119.142689,119.159363,0.01667,59.975224,
119.159363,119.176031,0.01667,59.993689,
119.176031,119.192663,0.01663,60.124421,
119.192663,119.209363,0.01670,59.879619,
119.209363,119.226087,0.01672,59.796931,
119.226087,119.242693,0.01661,60.218484,
119.242693,119.259400,0.01671,59.854329,
119.259400,119.276055,0.01665,60.042213,
119.276055,119.292750,0.01670,59.896874,
119.292750,119.309404,0.01665,60.049152,
119.309404,119.326069,0.01667,60.002925,
119.326069,119.342718,0.01665,60.065348,
119.342718,119.359400,0.01668,59.945242,
119.359400,119.376061,0.01666,60.021407,
119.376061,119.392693,0.01663,60.123262,
119.392693,119.409360,0.01667,59.997152,
119.409360,119.426068,0.01671,59.853180,
119.426068,119.442698,0.01663,60.133699,
119.442698,119.459440,0.01674,59.727055,
119.459440,119.476798,0.01736,57.611368,
119.476798,119.492900,0.01610,62.104097,
119.492900,119.509534,0.01663,60.118625,
119.509534,119.526081,0.01655,60.433254,
119.526081,119.542737,0.01666,60.037588,
119.542737,119.559374,0.01664,60.107035,
119.559374,119.576155,0.01678,59.591208,
119.576155,119.592742,0.01659,60.289515,
119.592742,119.609872,0.01713,58.376154,
119.609872,119.626085,0.01621,61.681445,
119.626085,119.642734,0.01665,60.063033,
119.642734,119.660216,0.01748,57.202312,
119.660216,119.676149,0.01593,62.759154,
119.676149,119.692854,0.01670,59.862374,
119.692854,119.709491,0.01664,60.110511,
119.709491,119.726155,0.01666,60.006390,
119.726155,119.742810,0.01665,60.043369,
119.742810,119.759437,0.01663,60.142978,
119.759437,119.776126,0.01669,59.918745,
119.776126,119.792878,0.01675,59.697321,
119.792878,119.810575,0.01770,56.505645,
119.810575,119.826189,0.01561,64.045767,
119.826189,119.842795,0.01661,60.219647,
119.842795,119.863834,0.02104,47.530520,
119.863834,119.876174,0.01234,81.034750,
119.876174,119.892837,0.01666,60.013320,
119.892837,119.909474,0.01664,60.108194,
119.909474,119.926168,0.01669,59.899176,
119.926168,119.942802,0.01663,60.118625,
119.942802,119.959501,0.01670,59.883069,
119.959501,119.976255,0.01675,59.688178,
119.976255,119.992922,0.01667,60.000616,
119.992922,120.009460,0.01654,60.464898,
120.009460,120.026174,0.01671,59.829060,
120.026174,120.042771,0.01660,60.253396,
120.042771,120.060422,0.01765,56.653499,
120.060422,120.076188,0.01577,63.426886,
120.076188,120.092841,0.01665,60.051465,
120.092841,120.109508,0.01667,59.998307,
120.109508,120.126171,0.01666,60.014475,
120.126171,120.142796,0.01663,60.149940,
120.142796,120.159467,0.01667,59.982147,
120.159467,120.176135,0.01667,59.995997,
120.176135,120.192813,0.01668,59.960229,
120.192813,120.209458,0.01665,60.076922,
120.209458,120.226241,0.01678,59.584375,
120.226241,120.242774,0.01653,60.486012,
120.242774,120.259552,0.01678,59.602600,
120.259552,120.276228,0.01668,59.964842,
120.276228,120.292906,0.01668,59.957923,
120.292906,120.309489,0.01658,60.304675,
120.309489,120.326189,0.01670,59.878469,
120.326189,120.342825,0.01664,60.111670,
120.342825,120.359472,0.01665,60.072291,
120.359472,120.376483,0.01701,58.784494,
120.376483,120.392800,0.01632,61.287388,
120.392800,120.409449,0.01665,60.063033,
120.409449,120.426165,0.01672,59.823321,
120.426165,120.442798,0.01663,60.120943,
120.442798,120.459543,0.01675,59.719047,
120.459543,120.476264,0.01672,59.802666,
120.476264,120.492848,0.01658,60.300010,
120.492848,120.509506,0.01666,60.032964,
120.509506,120.526276,0.01677,59.627677,
120.526276,120.542835,0.01656,60.389943,
120.542835,120.559548,0.01671,59.837098,
120.559548,120.576211,0.01666,60.012165,
120.576211,120.592805,0.01659,60.263878,
120.592805,120.609495,0.01669,59.914140,
120.609495,120.626124,0.01663,60.137178,
120.626124,120.642800,0.01668,59.965995,
120.642800,120.659465,0.01667,60.005235,
120.659465,120.676785,0.01732,57.737259,
120.676785,120.693304,0.01652,60.534162,
120.693304,120.709527,0.01622,61.643640,
120.709527,120.726198,0.01667,59.982147,
120.726198,120.742821,0.01662,60.158064,
120.742821,120.759486,0.01666,60.006390,
120.759486,120.776758,0.01727,57.899162,
120.776758,120.792821,0.01606,62.252900,
120.792821,120.809508,0.01669,59.925655,
120.809508,120.826178,0.01667,59.990226,
120.826178,120.842823,0.01665,60.078079,
120.842823,120.859494,0.01667,59.982147,
120.859494,120.876244,0.01675,59.703037,
120.876244,120.892969,0.01673,59.790051,
120.892969,120.910127,0.01716,58.283396,
120.910127,120.926490,0.01636,61.110802,
120.926490,120.942831,0.01634,61.195965,
120.942831,120.959505,0.01667,59.974070,
120.959505,120.976859,0.01735,57.625210,
120.976859,120.993036,0.01618,61.817194,
120.993036,121.009544,0.01651,60.576502,
121.009544,121.026238,0.01669,59.900327,
121.026238,121.042977,0.01674,59.739644,
121.042977,121.059510,0.01653,60.486012,
121.059510,121.076895,0.01738,57.522084,
121.076895,121.093202,0.01631,61.322345,
121.093202,121.109735,0.01653,60.486012,
121.109735,121.126722,0.01699,58.867738,
121.126722,121.142857,0.01614,61.975709,
121.142857,121.159568,0.01671,59.841692,
121.159568,121.177375,0.01781,56.158579,
121.177375,121.192902,0.01553,64.404297,
121.192902,121.209580,0.01668,59.956770,
121.209580,121.226269,0.01669,59.919897,
121.226269,121.242887,0.01662,60.175481,
121.242887,121.259537,0.01665,60.059562,
121.259537,121.276203,0.01667,60.004080,
121.276203,121.312137,0.03593,27.828911,
121.312137,121.316116,0.00398,251.335107,
121.316116,121.331179,0.01506,66.387275,
121.331179,121.347411,0.01623,61.605880,
121.347411,121.364049,0.01664,60.103559,
121.364049,121.380676,0.01663,60.141818,
121.380676,121.397360,0.01668,59.939480,
121.397360,121.414090,0.01673,59.772857,
121.414090,121.430699,0.01661,60.208018,
121.430699,121.447390,0.01669,59.910686,
121.447390,121.464038,0.01665,60.069977,
121.464038,121.480932,0.01689,59.189597,
121.480932,121.497438,0.01651,60.587097,
121.497438,121.514019,0.01658,60.309341,
121.514019,121.530728,0.01671,59.847436,
121.530728,121.547937,0.01721,58.110674,
121.547937,121.564026,0.01609,62.153619,
121.564026,121.580694,0.01667,59.994843,
121.580694,121.597364,0.01667,59.987917,
121.597364,121.614026,0.01666,60.014475,
121.614026,121.630645,0.01662,60.173158,
121.630645,121.647634,0.01699,58.863292,
121.647634,121.664034,0.01640,60.974557,
121.664034,121.681060,0.01703,58.732448,
121.681060,121.697443,0.01638,61.040213,
121.697443,121.714044,0.01660,60.237099,
121.714044,121.730797,0.01675,59.690464,
121.730797,121.747420,0.01662,60.159225,
121.747420,121.764055,0.01664,60.113988,
121.764055,121.780754,0.01670,59.883069,
121.780754,121.797410,0.01666,60.036432,
121.797410,121.814177,0.01677,59.642506,
121.814177,121.830896,0.01672,59.810697,
121.830896,121.847362,0.01647,60.733442,
121.847362,121.864020,0.01666,60.029497,
121.864020,121.880660,0.01664,60.096608,
121.880660,121.897545,0.01688,59.225576,
121.897545,121.914190,0.01664,60.079237,
121.914190,121.930696,0.01651,60.583565,
121.930696,121.947339,0.01664,60.085026,
121.947339,121.964008,0.01667,59.989071,
121.964008,121.980684,0.01668,59.968302,
121.980684,121.997361,0.01668,59.963689,
121.997361,122.014074,0.01671,59.833653,
122.014074,122.030743,0.01667,59.990226,
122.030743,122.047682,0.01694,59.033817,
122.047682,122.064086,0.01640,60.961442,
122.064086,122.080718,0.01663,60.125581,
122.080718,122.112152,0.03143,31.813110,
122.112152,122.115839,0.00369,271.184831,
122.115839,122.130915,0.01508,66.333603,
122.130915,122.147544,0.01663,60.136018,
122.147544,122.164247,0.01670,59.868121,
122.164247,122.180904,0.01666,60.032964,
122.180904,122.197527,0.01662,60.159225,
122.197527,122.214250,0.01672,59.798078,
122.214250,122.230917,0.01667,59.997152,
122.230917,122.248143,0.01723,58.052246,
122.248143,122.264240,0.01610,62.122659,
122.264240,122.280943,0.01670,59.871570,
122.280943,122.297606,0.01666,60.011010,
122.297606,122.314224,0.01662,60.177804,
122.314224,122.330992,0.01677,59.635661,
122.330992,122.347594,0.01660,60.233608,
122.347594,122.364224,0.01663,60.134858,
122.364224,122.380892,0.01667,59.994843,
122.380892,122.397536,0.01664,60.079237,
122.397536,122.414248,0.01671,59.838247,
122.414248,122.430902,0.01665,60.045682,
122.430902,122.447597,0.01669,59.900327,
122.447597,122.464239,0.01664,60.087342,
122.464239,122.480857,0.01662,60.174319,
122.480857,122.497652,0.01679,59.542272,
122.497652,122.514340,0.01669,59.923352,
122.514340,122.531104,0.01676,59.651635,
122.531104,122.547649,0.01654,60.441455,
122.547649,122.564718,0.01707,58.587868,
122.564718,122.580961,0.01624,61.562089,
122.580961,122.597652,0.01669,59.912988,
122.597652,122.614307,0.01666,60.041057,
122.614307,122.630884,0.01658,60.325678,
122.630884,122.647541,0.01666,60.034120,
122.647541,122.664224,0.01668,59.942937,
122.664224,122.680914,0.01669,59.914140,
122.680914,122.698148,0.01723,58.027396,
122.698148,122.714341,0.01619,61.754749,
122.714341,122.731096,0.01676,59.682466,
122.731096,122.748226,0.01713,58.377247,
122.748226,122.764869,0.01664,60.085026,
122.764869,122.780992,0.01612,62.023792,
122.780992,122.797607,0.01662,60.185935,
122.797607,122.814269,0.01666,60.016786,
122.814269,122.830998,0.01673,59.777441,
122.830998,122.847571,0.01657,60.338520,
122.847571,122.864241,0.01667,59.987917,
122.864241,122.880863,0.01662,60.162708,
122.880863,122.897575,0.01671,59.835950,
122.897575,122.914280,0.01670,59.863523,
122.914280,122.931023,0.01674,59.725911,
122.931023,122.947663,0.01664,60.095449,
122.947663,122.964250,0.01659,60.288350,
122.964250,122.980888,0.01664,60.103559,
122.980888,122.997629,0.01674,59.733921,
122.997629,123.014291,0.01666,60.016786,
123.014291,123.030935,0.01664,60.080395,
123.030935,123.047580,0.01665,60.076922,
123.047580,123.064278,0.01670,59.888821,
123.064278,123.080937,0.01666,60.028341,
123.080937,123.097573,0.01664,60.110511,
123.097573,123.118407,0.02083,47.997352,
123.118407,123.131010,0.01260,79.345753,
123.131010,123.152331,0.02132,46.902729,
123.152331,123.164337,0.01201,83.290466,
123.164337,123.181096,0.01676,59.672185,
123.181096,123.197614,0.01652,60.537688,
123.197614,123.214307,0.01669,59.906081,
123.214307,123.231035,0.01673,59.780880,
123.231035,123.247628,0.01659,60.267373,
123.247628,123.264312,0.01668,59.936023,
123.264312,123.281521,0.01721,58.107425,
123.281521,123.297666,0.01614,61.940003,
123.297666,123.314695,0.01703,58.723598,
123.314695,123.331588,0.01689,59.197463,
123.331588,123.347885,0.01630,61.358550,
123.347885,123.364514,0.01663,60.138338,
123.364514,123.380969,0.01646,60.770139,
123.380969,123.397662,0.01669,59.907232,
123.397662,123.414326,0.01666,60.008700,
123.414326,123.430982,0.01666,60.038744,
123.430982,123.447618,0.01664,60.110511,
123.447618,123.464284,0.01667,60.002925,
123.464284,123.481027,0.01674,59.725911,
123.481027,123.497659,0.01663,60.125581,
123.497659,123.514482,0.01682,59.440108,
123.514482,123.531301,0.01682,59.457111,
123.531301,123.547816,0.01652,60.550620,
123.547816,123.564362,0.01655,60.439111,
123.564362,123.581014,0.01665,60.052621,
123.581014,123.597659,0.01665,60.076922,
123.597659,123.614359,0.01670,59.880769,
123.614359,123.631051,0.01669,59.910686,
123.631051,123.647702,0.01665,60.053778,
123.647702,123.664374,0.01667,59.983301,
123.664374,123.681003,0.01663,60.134858,
123.681003,123.697678,0.01667,59.970609,
123.697678,123.715763,0.01809,55.294080,
123.715763,123.731096,0.01533,65.216642,
123.731096,123.747879,0.01678,59.585514,
123.747879,123.764382,0.01650,60.594162,
123.764382,123.781104,0.01672,59.801519,
123.781104,123.797691,0.01659,60.289515,
123.797691,123.814346,0.01666,60.039901,
123.814346,123.831041,0.01670,59.898025,
123.831041,123.847656,0.01661,60.189421,
123.847656,123.864362,0.01671,59.856627,
123.864362,123.881059,0.01670,59.893422,
123.881059,123.897697,0.01664,60.101241,
123.897697,123.914406,0.01671,59.849733,
123.914406,123.931111,0.01671,59.861224,
123.931111,123.948338,0.01723,58.046842,
123.948338,123.964386,0.01605,62.315112,
123.964386,123.981093,0.01671,59.853180,
123.981093,123.997669,0.01658,60.329180,
123.997669,124.014338,0.01667,59.991380,
124.014338,124.031049,0.01671,59.842841,
124.031049,124.047680,0.01663,60.129060,
124.047680,124.064353,0.01667,59.977531,
124.064353,124.081066,0.01671,59.832505,
124.081066,124.097674,0.01661,60.211506,
124.097674,124.114361,0.01669,59.926807,
124.114361,124.131153,0.01679,59.551370,
124.131153,124.147913,0.01676,59.667617,
124.147913,124.164430,0.01652,60.543566,
124.164430,124.181076,0.01665,60.074606,
124.181076,124.197743,0.01667,59.998307,
124.197743,124.214385,0.01664,60.088500,
124.214385,124.231064,0.01668,59.954464,
124.231064,124.247993,0.01693,59.070726,
124.247993,124.264402,0.01641,60.941186,
124.264402,124.281240,0.01684,59.389158,
124.281240,124.297762,0.01652,60.525936,
124.297762,124.314549,0.01679,59.569575,
124.314549,124.331157,0.01661,60.213832,
124.331157,124.348359,0.01720,58.132344,
124.348359,124.364557,0.01620,61.737629,
124.364557,124.381104,0.01655,60.432082,
124.381104,124.397726,0.01662,60.160386,
124.397726,124.414425,0.01670,59.886520,
124.414425,124.431098,0.01667,59.975224,
124.431098,124.447777,0.01668,59.956770,
124.447777,124.464416,0.01664,60.100083,
124.464416,124.481100,0.01668,59.937176,
124.481100,124.497694,0.01659,60.261549,
124.497694,124.514396,0.01670,59.872720,
124.514396,124.531304,0.01691,59.143562,
124.531304,124.547755,0.01645,60.786727,
124.547755,124.565057,0.01730,57.796126,
124.565057,124.581177,0.01612,62.037368,
124.581177,124.597745,0.01657,60.354872,
124.597745,124.614411,0.01667,60.004080,
124.614411,124.631128,0.01672,59.818729,
124.631128,124.647850,0.01672,59.802666,
124.647850,124.664706,0.01686,59.324746,
124.664706,124.681106,0.01640,60.976942,
124.681106,124.697741,0.01663,60.115147,
124.697741,124.714421,0.01668,59.949853,
124.714421,124.731142,0.01672,59.804960,
124.731142,124.748522,0.01738,57.536945,
124.748522,124.764464,0.01594,62.728849,
124.764464,124.781588,0.01712,58.399116,
124.781588,124.797804,0.01622,61.665585,
124.797804,124.814476,0.01667,59.979839,
124.814476,124.831152,0.01668,59.968302,
124.831152,124.847745,0.01659,60.263878,
124.847745,124.864508,0.01676,59.656200,
124.864508,124.881237,0.01673,59.777441,
124.881237,124.899614,0.01838,54.415875,
124.899614,124.914497,0.01488,67.189880,
124.914497,124.931197,0.01670,59.879619,
124.931197,124.947959,0.01676,59.660767,
124.947959,124.964742,0.01678,59.583236,
124.964742,124.981208,0.01647,60.729893,
124.981208,124.997860,0.01665,60.053778,
124.997860,125.014475,0.01662,60.185935,
125.014475,125.031173,0.01670,59.886520,
125.031173,125.047798,0.01662,60.152261,
125.047798,125.064447,0.01665,60.063033,
125.064447,125.081176,0.01673,59.776295,
125.081176,125.098578,0.01740,57.464833,
125.098578,125.114521,0.01594,62.723801,
125.114521,125.131522,0.01700,58.818873,
125.131522,125.147846,0.01632,61.262099,
125.147846,125.164478,0.01663,60.125581,
125.164478,125.181248,0.01677,59.628818,
125.181248,125.197988,0.01674,59.737354,
125.197988,125.214509,0.01652,60.527111,
125.214509,125.231143,0.01663,60.119784,
125.231143,125.247762,0.01662,60.171997,
125.247762,125.264537,0.01678,59.611717,
125.264537,125.281485,0.01695,59.004769,
125.281485,125.298019,0.01653,60.480146,
125.298019,125.314693,0.01667,59.974070,
125.314693,125.331325,0.01663,60.124421,
125.331325,125.348051,0.01673,59.787758,
125.348051,125.364896,0.01684,59.365411,
125.364896,125.381740,0.01684,59.369932,
125.381740,125.397870,0.01613,61.995427,
125.397870,125.414529,0.01666,60.026030,
125.414529,125.431168,0.01664,60.101241,
125.431168,125.447859,0.01669,59.911837,
125.447859,125.464587,0.01673,59.778587,
125.464587,125.481342,0.01675,59.684751,
125.481342,125.497872,0.01653,60.497749,
125.497872,125.514517,0.01665,60.075764,
125.514517,125.531251,0.01673,59.760255,
125.531251,125.548903,0.01765,56.651440,
125.548903,125.578776,0.02987,33.474469,
125.578776,125.583855,0.00508,196.893716,
125.583855,125.603652,0.01980,50.511333,
125.603652,125.614530,0.01088,91.932889,
125.614530,125.631279,0.01675,59.704180,
125.631279,125.647972,0.01669,59.907232,
125.647972,125.664572,0.01660,60.240590,
125.664572,125.681190,0.01662,60.176642,
125.681190,125.697832,0.01664,60.088500,
125.697832,125.714541,0.01671,59.847436,
125.714541,125.731233,0.01669,59.908383,
125.731233,125.747888,0.01665,60.042213,
125.747888,125.765330,0.01744,57.331691,
125.765330,125.781286,0.01596,62.673367,
125.781286,125.797892,0.01661,60.220810,
125.797892,125.814586,0.01669,59.900327,
125.814586,125.831183,0.01660,60.253396,
125.831183,125.848017,0.01683,59.401604,
125.848017,125.864585,0.01657,60.359546,
125.864585,125.881272,0.01669,59.926807,
125.881272,125.897883,0.01661,60.199880,
125.897883,125.915044,0.01716,58.270325,
125.915044,125.931263,0.01622,61.657049,
125.931263,125.948669,0.01741,57.452126,
125.948669,125.964696,0.01603,62.393676,
125.964696,125.981846,0.01715,58.308466,
125.981846,125.997921,0.01607,62.209426,
125.997921,126.014604,0.01668,59.941785,
126.014604,126.031335,0.01673,59.769420,
126.031335,126.048024,0.01669,59.918745,
126.048024,126.064612,0.01659,60.284852,
126.064612,126.081405,0.01679,59.547958,
126.081405,126.098088,0.01668,59.941785,
126.098088,126.114773,0.01668,59.934871,
126.114773,126.131790,0.01702,58.763443,
126.131790,126.148136,0.01635,61.176752,
126.148136,126.164607,0.01647,60.714519,
